model,accuracy,precision_macro,precision_weighted,recall_macro,recall_weighted,f1_macro,f1_weighted,best_alpha,best_learning_rate_init
"MLP (tuned, MLP (100,50))",0.7756,0.7216,0.7658,0.6997,0.7756,0.7077,0.7681,0.01,0.001
